,index,total_star,durability_star,price_star,design_star,delievery_star,date,review_cleaned,help,sentiment
5583,5583,4.3,4.0,3.0,5.0,5.0,2019.05.14,배송이 빠르네요 간편하게 조립했고요 디자인은 마음에 드는데 색상은 그레이가 아니어서 좀 그러네요,0,1
5584,5584,4.3,4.0,4.0,4.0,4.0,2019.05.10,앉을 때 조금 꺼지는 것 같은 느낌 빼고는 좋아요 가족들 다 앉으려고 난리네영 스툴도 사야겠어요,0,1
5585,5585,4.3,4.0,5.0,4.0,4.0,2019.05.05,저렴한가격에 디자인이뻐요 생각보다 편하고 좋아요,0,1
5586,5586,4.3,4.0,5.0,4.0,4.0,2019.05.04,합리적인소비 이제 점점 집꾸미는 재미에 빠져보겠슴돠,0,1
5587,5587,4.3,2.0,5.0,5.0,5.0,2019.05.03,깔끔하니 편해요 별도로 조립 필요없어요 천이 깨끗한 편은 아니고 오염이 좀 있네요 위에 천 하나 씌우면 될듯요 근데 문제는 스툴입니다 좀 많이 허접해서 괜히 샀다는 생각이 드네요 밑에 받침 판 마감이 엉망이고 사포질도 안되어있어 잘못하면 다칩니다 스툴은 왜케 신경을 안쓰셨는지 아쉽네요,0,1
5588,5588,4.3,4.0,4.0,4.0,4.0,2019.04.20,냄새가 심합니다 탈취제 들이부었는데도 안빠지네요 결국 무릎담요로 덮어서 사용중입니다,0,1
5589,5589,4.3,5.0,4.0,4.0,4.0,2019.04.14,컴퓨터사용시 발받침으로 쓰고잇습니다 아주 푹신하고 졸아욘,0,1
5590,5590,4.3,4.0,5.0,4.0,4.0,2019.04.13,두개구입하였는데 하나가 나사가 없어요 다른건 맘에 들었는데,0,1
5591,5591,4.3,4.0,4.0,4.0,4.0,2019.04.11,기대이상으로 좋고 만족합니다 한가지 아쉬운점은 섬유부분 비닐을 벗겼는데 안에 섬유 찌꺼기들이 덕지덕지 붙어 있어서 이거 뭐지 했네요 그때 사진은 깜박하고 못찍었습니다 그리고 섬유에서 냄새가 좀 나서 계속 앉아 있으니 머리가 살짝 띵합니다 페브리즈 뿌리고 창문 열어두고 냄새 사라지길 기다리고 있습니다 몇일 지나면 괜찮겠죠,0,1
5592,5592,4.3,4.0,5.0,4.0,4.0,2019.04.09,냄새가 너무 납니다 두껍고 편합니다 바닥이 머무 패입니다 그냥 두기만 해도 바닥이 뭘 붙여도 패입니다 의자는 조절도 가능하고 편합니다 냄새납니다,0,1
5593,5593,4.3,4.0,3.0,5.0,5.0,2019.04.08,생각보다 뒤로 젖혀지진 않아요 딱 앉아서 책 읽기 편해요,0,1
5594,5594,4.3,3.0,5.0,4.0,4.0,2019.04.06,이쁩니다 근데 막 마약의자같은 푹신함을 기대하시면 안돼요 첨에 앉았을때 읭 했지만 익숙해지니 나름 편하더라구요,0,1
5595,5595,4.3,4.0,4.0,4.0,4.0,2019.03.28,배송도 빠르고 조립할 필요도 없고 쿠션감이고 앉았을때 편하기도 한데 문제는 의자쿠션냄새가 정말 장난 아니게 너무 심해요 베란다에 며칠 빼놓던지 해야되겠어요 냄새 나는거 빼곤 다 좋아요,0,1
5596,5596,4.3,3.0,5.0,4.0,4.0,2019.03.24,앉아있으면 엄청 편해요 탈부착이 안돼서 세탁을 못하는 게 아쉽네요,0,1
5597,5597,4.3,3.0,4.0,5.0,5.0,2019.03.20,한쪽 손잡이에 초록 얼룩이 그어져서왔네요 이점말고는 배송 빠르고 가격대비 준수해요,0,1
5598,5598,4.3,3.0,4.0,5.0,5.0,2019.03.09,오래 사용하다보니 앞부분이 말려들어가는 약간의 변형 그것외엔 잘 쓰고 있습니다,0,1
5599,5599,4.3,5.0,5.0,3.0,3.0,2019.03.01,쓰다보면 쇼파가 몸에 익어서 아주 편해져요,0,1
5600,5600,4.3,4.0,3.0,5.0,5.0,2019.02.19,엄청빨리왔구요 엄청 편하지는 않습니다 공간 엄청 먹습니다,0,1
5601,5601,4.3,5.0,5.0,5.0,5.0,2019.02.19,창가구석에 서점겸 꽃가게 느낌내려고 꾸미는 중인데 의자너무편하네요 완전 대박 색상 너무 차분하니 이뿐 배송이 다른 건물로 가서 가져오느라 진땀뺀거빼곤훌륭합니다,0,1
5602,5602,4.3,3.0,4.0,5.0,5.0,2019.02.19,편안하고 좋네요 근데 약간 삐걱거리는 느낌은 있어요 그래도 가성비 갑이에요,0,1
5603,5603,4.3,5.0,3.0,4.0,4.0,2019.02.15,조립도 간편하고 너무 편하고 배송도 빨라요,0,1
5604,5604,4.3,4.0,4.0,5.0,5.0,2019.02.14,가격대비 의자가 편하고 튼튼해요 다만 첨엔 냄새가 좀 나더라구요 일주일정도 지나니 좀 괜찮네요,0,1
5605,5605,4.3,4.0,4.0,5.0,5.0,2019.02.11,색 은은하고 좋네요 완제품이라서 더 좋구요 편하기도 정말 편해요 푹신하고 머리받침 뒷목부분 쿠션도 적당하고 좋습니다 리뷰보고 구입했는데 정말 잘 산 것 같아요,0,1
5606,5606,4.3,4.0,5.0,3.0,3.0,2019.02.07,냄새가 헉 그러나 왜 일어나기싫어지는건지 결국 한개 또지름요,0,1
5607,5607,4.3,4.0,4.0,4.0,4.0,2019.02.01,진짜 편해요 실물도 사진이랑 똑같고 튼튼하고 맘에 들어요,0,1
5608,5608,4.3,4.0,5.0,4.0,4.0,2019.01.31,디자인은 생각했던대로인데 먼지랑 보풀같은게 엄청 붙어서 청소기로빨아들이고 돌돌이로 제거하고 냄새빼느라 페브리즈뿌리고 거실에 잠시내놨어요,0,1
5609,5609,4.3,4.0,4.0,4.0,4.0,2019.01.23,오 편하고 좋아요 상자가 커서 놀라긴했지만 바로 펼치기만 하면 되니까 여자 혼자서도 문제 없어요,0,1
5610,5610,4.3,4.0,4.0,4.0,4.0,2019.01.22,색깔이 카키라는 의견이 많아서 걱정했는데 국방색보다는 밝은 라이트한 카키색이라서 저는 만족합니다 완전 그레이는 아닌거 같아요 약간 부실하다는 의견있어서 앉아도 보고 확인도 해봤는데 문제없어요 푹신하고 좋은데 다른 의견처럼 발받침 스툴이 있으면 더 좋을거 같습니다,0,1
5611,5611,4.3,4.0,4.0,5.0,5.0,2019.01.17,제주도인데 배송도 빨랐어요 이틀만에 온거같아요 내구성은 튼튼한거같아요 카키색 말고 그레이색 사고싶었는데 그래도 마음에 들어요 잘 사용할꺼같아요,0,1
5612,5612,4.3,4.0,5.0,5.0,5.0,2019.01.14,산지 좀 오래됐는데 두개 사서 여기저기 옮기면서 잘 쓰고있어요 컬러감도 좋고,0,1
5613,5613,4.3,4.0,5.0,5.0,5.0,2019.01.11,아직 하나만 왔는데 마음에 들어요 배송이 하나만 되서,0,1
5614,5614,4.3,5.0,4.0,3.0,3.0,2018.12.29,혼자 편히 앉아 있을려고 구매했었는데 너무 좋네요 아이들도 좋아하네요,0,1
5615,5615,4.3,4.0,5.0,4.0,4.0,2018.12.20,편하고 아주 좋아요 가격대비 만족합니다,0,1
5616,5616,4.3,4.0,4.0,4.0,4.0,2018.12.19,집이더 좁아졌지만 남편이편하다고 조아해요,0,1
5617,5617,4.3,4.0,4.0,4.0,4.0,2018.12.17,만족합니다 약간 덜푹신한것같지만 가격대비만족해요,0,1
5618,5618,4.3,4.0,5.0,4.0,4.0,2018.12.02,생각보다 크네요 편하고 좋아요 다만 마감이 깔끔하진 않네요 가까이서 보면 나무부분도 그렇고 패브릭 부분도 깔끔하지가 않아요 걍 저렴이로 쓸만한듯해요,0,1
5619,5619,4.3,4.0,5.0,4.0,4.0,2018.11.26,편안하니 좋아요 책읽을려고 샀는데 잠이들어버립니다 딱히 쇼파가 없어서 티비 볼때 기대서 봅니다 색깔도 무진장 맘에들어요,0,1
5620,5620,4.3,3.0,5.0,4.0,4.0,2018.11.25,편히 쉬기 좋고 색상도 은은하니 마음에 듭니다 부디 튼튼하기를 오래쓰고싶어요,0,1
5621,5621,4.3,2.0,5.0,5.0,5.0,2018.11.21,이뻐요 몹시 편하기도 진짜 편하고 좋아요 근데 냄새가 너무심해서 페브리즈로 샤워시키고 향초 아래다 놨는데도 아직도 냄새가 안빠져요 카키그레이로 두개 삿는데 색깔 차이 무엇 카키랑 그레이가 온느낌 바닥은 쫌 찍힐꺼같아서 신발신겨야겠어요,0,1
5622,5622,4.3,4.0,5.0,4.0,4.0,2018.11.08,튼튼하고 생각보다 훨씬 더 편하고 좋아요 의자가 없어서 뭐 살까 고민했었는데 이거 사길 잘한거같아요,0,1
5623,5623,4.3,4.0,3.0,5.0,5.0,2018.11.05,나무 프레임 모서리가 조금씩 깨져서 왔네요 이정도는 가격이나 내구성을 봐서 감수하고 사용하렵니다 신경써주세요,0,1
5624,5624,4.3,4.0,4.0,4.0,4.0,2018.10.15,집에서 유일하게 앉을 수 있는 공간이 되었네요 퇴근하고 침대에 눕기 전까지의 모든 시간을 함께해주는 고마운 의자입니다 오래 앉아 있으면 허리가 조금 아프긴 하지만 이 가격에 더할 나위 없이 만족합니다,0,1
5625,5625,4.3,3.0,5.0,4.0,4.0,2018.10.11,사서 5개월 정도 썼고 편하고 예뿐데 옆으로 앉을려니까 손잡이 부분이 불편해서 분리햇슴니다 항상 앉는 부분에 솜이 좀 꺼졌고요 의자 앉는 부분에 단추장식이 좀 느슨해서 금방 떨어졌어요 그래도 예뻐소 그냥 잘 쓰고 있어요,0,1
5626,5626,4.3,4.0,4.0,4.0,4.0,2018.10.07,배송이 하루만에 왔어요 대박 생각했던 색은 아닌데 이쁘네요 다른리뷰들처럼 발받침이 꼭 필요할것같습니다 가격대비 내구성 디자인 배송 정말 굿 추천합니다,0,1
5627,5627,4.3,4.0,4.0,5.0,5.0,2018.09.30,조립할필요도 없고 일단은 튼튼해 보이네요 색깔도 차분하니 예뻐요 근데 생각보다 커서 방 가운데를 다 차지해버림 저렴해서 반신반의하며 샀는데 만족입니당,0,1
5628,5628,4.3,4.0,3.0,5.0,5.0,2018.09.29,가겨대비 편하고 좋아요 대신 발도 좀 올릴 수 있으면 좋겠어요,0,1
5629,5629,4.3,5.0,3.0,5.0,5.0,2018.09.26,늅기싫을때 그렇다고 앉기도싫을때딱이예용 천에 모가묻어온거빼고는갠챠나용 세탁이 용이하지않아 타월하나 놓고쓰고있어용,0,1
5630,5630,4.3,4.0,4.0,4.0,4.0,2018.09.22,가게에서 잠깐씩 쉴때 쓰려고 구입했어요 허리가 않좋은데 불편한 의자에서 고생했는데 넘 펀하고 좋네요 또 튼튼한거 같구요,0,1
5631,5631,4.3,4.0,5.0,4.0,4.0,2018.09.21,이뻐용 맘에들어서 추가주문해서 가게에도 한개더 놔뒀어용,0,1
5632,5632,4.3,4.0,4.0,5.0,5.0,2018.09.20,책읽을때 쓰고 있어요 푹신하고 좋습니당 구매한지 반년째인데 아직까진 좋아용,0,1
5633,5633,4.3,5.0,3.0,4.0,4.0,2018.09.15,배송 빠르네요 그런데 의자너무 무겁다,0,1
5634,5634,4.3,4.0,3.0,5.0,5.0,2018.09.06,배송 겁나 빨리 오네요 카키그레이 색깔이 예상했던 것보다는 좀 칙칙해서 첨엔 실망했는데 일단 앉으니 소문대로 너무 편하네요 단지 다리 둘 곳이 마땅찮았는데 오늘 같이 배송된 약자테이블에 다리 올리니 딱 좋아요 오늘 이 안락의자오누이후로침대에 한번도 안 누웠다는것만 봐도앞으로 쭉 잘 사용하게 될 거 같네요,0,1
5635,5635,4.3,5.0,4.0,3.0,3.0,2018.09.06,배송도 빠르고 좋았요 카키브라운이 매진돼 카키그레이를 했지만 괜찮네요 생각보다 포근한 느낌 등받이 각도 조절도 할 수 있어서 좋아요,0,1
5636,5636,4.3,5.0,5.0,3.0,3.0,2018.09.01,생각보다 쿠션이 그렇게 좋지는 않구용 밑에 엉덩이 부분이 조금만 더 길었으면 좋았을 듯 그래두 편하고 가격대비 만족합니다 감사합니다,0,1
5637,5637,4.3,4.0,4.0,4.0,4.0,2018.08.25,감사합니다좋음짱짱짱 감사합니다좋음짱짱짱,0,1
5638,5638,4.3,4.0,5.0,3.0,3.0,2018.08.18,가격 대비 괜찮아요 디자인은 넘 맘에 듭니다,0,1
5639,5639,4.3,3.0,4.0,5.0,5.0,2018.08.17,편하고 색도 마음에 드는데 단추들이 우수수 떨어짐 하루만에,0,1
5640,5640,4.3,5.0,2.0,5.0,5.0,2018.08.16,의자가 편하고 좋네요 근데 엉덩이 받침 부분이 좀더 무릎까지 길었으면 의자가 더 편안했을 것 같아요 덩치가 크니까 엉덩이가 뭔가 겨우 걸쳐지는 느낌이에요,0,1
5641,5641,4.3,5.0,5.0,3.0,3.0,2018.08.16,여러개 샀는데 가장 만족하는 제품 원룸에 인테리어로도 굿 편하기도 무지 편합니다,0,1
5642,5642,4.3,4.0,4.0,5.0,5.0,2018.08.02,색깔은 카키에 가깝구요 걸이가 더 안쪽에 하나 있었으면 좋았을 것 같은데 그 이외는 괜찮네요,0,1
5643,5643,4.3,4.0,4.0,4.0,4.0,2018.07.31,크기가 생각보다 크긴한데 괜찮네요 편하고,0,1
5644,5644,4.3,5.0,5.0,3.0,3.0,2018.07.25,만족합니다 따로 조립할필요도 없구요,0,1
5645,5645,4.3,4.0,4.0,4.0,4.0,2018.07.14,앉자마자 너무 편해서 놀랐습니당 배송도 완전 빠르고 옆집에서 가져오는 줄 알았어요 포근하고 며칠전엔 너무 편해서 뒤로 최대로 젖혀놓고 있다가 잠들었어요 짱입니다요,0,1
5646,5646,4.3,4.0,5.0,3.0,3.0,2018.07.13,아주아주인테리어에도 이쁘고 색상도 이쁘고,0,1
5647,5647,4.3,5.0,5.0,5.0,5.0,2018.07.10,의자가 싼티도안나고 편하고 맘에드네요,0,1
5648,5648,4.3,5.0,3.0,4.0,4.0,2018.07.10,생각보다 조금 많이 크네요 등받이 부분이 커서 의자 전체 사이즈가 커지는 것 같네요 발 받침까지 있으면 좋겠네요 전체적으로 만족합니다,0,1
5649,5649,4.3,5.0,5.0,5.0,5.0,2018.07.08,배송은 늦었지만 예쁘도 앉아보니까 편해요,0,1
5650,5650,4.3,4.0,5.0,5.0,5.0,2018.07.07,카키그레이로 구입했어요 인기가많아서 그런지 계속 입고지연이 되서 한참 기다려서 받았어요 각도 조절도 되고 생각보다 훨씬 튼튼해서 마음에 쏙 들어요 디자인도 너무 마음에 들어요 다만 아쉬운점이있다면 천 부분이 분리가 되지않아서 이물질 같은게 묻으면 세탁이 불가능한 것 같아서 그점이 좀 아쉬워요,0,1
5651,5651,4.3,5.0,5.0,5.0,5.0,2018.07.07,진짜 오래걸렸어요 거의한달인듯 그래도 푹신하고좋아요,0,1
5652,5652,4.3,4.0,5.0,4.0,4.0,2018.06.23,딸 쇼파 찾다 딱 알맞은것으로 구했네요 가격대비 넘 좋아요,0,1
5653,5653,4.3,4.0,4.0,4.0,4.0,2018.06.13,각도조절이 조금 아쉽긴하지만 가성비좋습니다 생각보다 크네요,0,1
5654,5654,4.3,5.0,4.0,4.0,4.0,2018.06.08,언니방에 이 소파가 먼저 있었는데 냥이들이 자꾸 서로 자기가 눕겠다고 싸워서 제방에도 하나 사줬어요 이젠 제방에서도 싸우네요 소파 두개를 한방에 나란히 놔야 하나 냥이들이 소파를 긁고 소파에 달린 단추를 뜯을까봐 소파 오자마자 담요로 덮어놨어요 담요 덮어놓으니 때깔 안나긴 하지만 흑 처음부터 냥이들을 위한 소파였기에 암튼 배송은 빨랐고 디자인도 다 괜찮은데 색상이 좀 아쉬워요 카키그레이인데 그레이 느낌은 거의 없고 그냥 카키같음 그레이 색상도 있으면 좋을 것 같아요 그래도 만족입니다 주인님들도 만족이래요,0,1
5655,5655,4.3,4.0,5.0,4.0,4.0,2018.06.07,재입고가 6월 초에 된다고 하셨는데 일찍 와서 좋았어요 냄새가 나서 섬유탈취제 뿌리고나서 사용합니다 튼튼하고 안쓸때는 세워서 보관할 수 있어서 좋아요 다만 바닥에 찍힘이 있을 수도 있으니 러그를 깔고 의자를 쓰는 게 나을 것 같아요,0,1
5656,5656,4.3,3.0,5.0,4.0,4.0,2018.05.27,처음에 단추가 하나 빠져와서 교환했습니다 두번째 배송받아 물건 확인했는데 처음물건에서는 전혀 보지못한 보풀같은것이 잔뜩 묻어왔네요 떼느라 애먹었습니다 냄새가 잘 안빠져요 예민한 사람은 코가 아릴정도로,0,1
5657,5657,4.3,4.0,4.0,4.0,4.0,2018.05.22,다 좋은뎅 면이 보풀이 엄청 일어나있네요 중고처럼,0,1
5658,5658,4.3,5.0,3.0,4.0,4.0,2018.05.20,처음 받았을 때 냄새도 꽤 나고 먼지도 많았어요 무엇보다 색깔이 화면과 좀 다르게 시금치 물 빠진 색이어서 잠깐 시무룩했는데 앉아보니까 그게 커버쳐지더라구요 편해요 디자인적인 요소보다 편안함을 우선으로 하고 고른거라서 괜찮았어요 3단 조절되고 원목 마감도 잘 돼있고 여러모로 장점이 많은 의자예요 시금치 물 빠진 색도 아주 나쁘진 않은데 다이소 다용도 커버로 덮어주니까 그냥 커피에서 티오피가 됐네요 배송도 하루 이틀만에 왔어요 전체적으로 만족합니다,0,1
5659,5659,4.3,3.0,5.0,5.0,5.0,2018.05.17,내장재를 스폰지를 잘라서 넣은듯하네요 왜전 쿠션감이없죠 후기보고 구매했는데 편한건모르겠습니다 택배는빨랐구요 냄새도별로안났어요 좀앉아있으면 엉덩이가아프네요 쿠션감없음,0,1
5660,5660,4.3,3.0,4.0,5.0,5.0,2018.05.10,선물했는데 만족하네요 저도 똑같은거 구매해야겠어요,0,1
5661,5661,4.3,4.0,4.0,5.0,5.0,2018.05.10,리뷰처럼 편하고 좋네요가격도 저렴하고ᆢ,0,1
5662,5662,4.3,4.0,5.0,3.0,3.0,2018.05.02,너무너무 이뻐요그리고 폭신폭신 좋아요,0,1
5663,5663,4.3,4.0,4.0,4.0,4.0,2018.04.27,완전 편하고 빠른배송 TV볼때 편안하게 앉아서 사용 원룸에서 맨날 침대에 있기도 딱딱한 바닥이 힘들어서 의자구매 완전 잘 사용하고 있습니다,0,1
5664,5664,4.3,3.0,5.0,4.0,4.0,2018.04.27,카키그레이 색인데 색이 정말 예뻐요 쿠션이 생각보다 약간 딱딱한 느낌이 있는데 앉아있으면 괜찮아요 위에 담요같은 걸 덮어둬도 예쁠거같습니다,0,1
5665,5665,4.3,5.0,5.0,4.0,4.0,2018.04.20,완전푹신푹신 하고 이뻐욥 구매하세용 후회안함,0,1
5666,5666,4.3,4.0,4.0,5.0,5.0,2018.04.18,튼튼하고 상품은 좋은거같은데 앉는곳이 짧아서 다리를 받춰주는게 아쉽네요 발받침이 필요할듯,0,1
5667,5667,4.3,5.0,4.0,4.0,4.0,2018.04.10,생각보다 커서 깜짝 그래도 이쁘니까 만족,0,1
5668,5668,4.3,4.0,4.0,4.0,4.0,2018.04.06,가격이 저렴해서 구매해봤는데 하자없는 물건으로 바로 그다음날 배송이왔고 생각보다 튼튼해서 너무 잘사용하고잇어요근데 새거라 그런지 냄새가 좀 나요 페브리즈뿌리고 하면 좀 나아지겟죠,0,1
5669,5669,4.3,5.0,5.0,3.0,3.0,2018.04.04,생각보다 훨씬 컸고 앉아보니 편해요 이 정도라면 이 가격 너무 좋은거같아요,0,1
5670,5670,4.3,3.0,5.0,4.0,4.0,2018.04.04,배송은 제가 제주도인데도 불구하고 월요일에 출발해서 화요일에 도착했네요 근데 커버가 따로 분리되지않아서 빨래하기가 매우 힘들겠어요 솜도 죽어버릴꺼같구요,0,1
5671,5671,4.3,5.0,5.0,5.0,5.0,2018.02.24,제품은 마음에 들었는데 배송이 늦네요 그래도 제품이 좋아 만족합니다,0,1
5672,5672,4.3,5.0,5.0,5.0,5.0,2018.02.24,제픔도 좋고 가격도 좋은데 생각보다 배송기간이 너무 오래 걸렸네요 배송을 제외하면 매우 만족하는 제품 입니다,0,1
5673,5673,4.3,4.0,4.0,4.0,4.0,2018.02.21,책상의자 겸 앉아서 쉬고싶은 의자를 사고싶어서 구매하게되었어요 리뷰 중 의자 앉는 부분이 짧아서 키큰분은 불편할 수 있다는 글이 있었는데 조금 공감이 가더라구요 그치만 큰 불편함은 없었고 러그가 있으면 더 안락하게 쉴 수 있을것 같다는 생각을 했습니다 방에 놓을 의자여서 공간 차지를 많이 할 것은 감안을 하고 샀는데 감안하길 잘 했다는 생각을 할정도로 만족합니다 높낮이 조절이 되는 부분이 가장 마음에 드네요,0,1
5674,5674,4.3,3.0,5.0,4.0,4.0,2018.02.19,배송 받아는데 이 물질이 묻어있네요 먼지도 굉장히 많이 묻어 있고요,0,1
5675,5675,4.3,4.0,4.0,5.0,5.0,2018.02.18,바닥에 쿠션 스티커 꼭 붙이세요 마루바닥 찍힙니다 의자 펀하고 쿠션 풍족하고 전반적으로 만족합니다,0,1
5676,5676,4.3,5.0,4.0,4.0,4.0,2018.02.18,앉자마자 완전 푹신한게 너무 좋아요 다들 어디서 샀냐고 물어봅니다 만족해요,0,1
5677,5677,4.3,4.0,5.0,4.0,4.0,2018.02.16,가격대비 디자인 편안함 최고입니다 배송도 빠르고 내구성도 좋아보여요,0,1
5678,5678,4.3,5.0,5.0,3.0,3.0,2018.02.09,예쁘긴 한데 엄청 무거워요 이사갈 때 어떻게 들고가지,0,1
5679,5679,4.3,5.0,4.0,4.0,4.0,2018.02.08,리뷰를 보고 너무 편안할것같아서 주문했는데 기대 이상이네요 책보기도 너무 좋고 높이 조절이 가능해서 너무 편해요,0,1
5680,5680,4.3,4.0,5.0,3.0,3.0,2018.02.05,의자가 생각보다 무거웠어요 높이조절이 되서 좋네요 편안해요,0,1
5681,5681,4.3,4.0,4.0,5.0,5.0,2018.02.01,브라운인데 사진으로는 색이 조금 다르게 나왔네요 제품은 당연히 맘에 들구요 그레이랑 브라운 같이 샀는데 브라운 먼저오고 그레이는 하루 이틀 늦게 오더라구요 브라운 받았을때 제품이 문제가 있어서 교환요청하고 고객센터에 말했더니 반품 수거하기 전에 바로 새 제품으로 보내 더군요 새 제품 도착과 동시에 기존 제품 수거 했구요 고객센터 대응 참 만족합니다,0,1
5682,5682,4.3,4.0,5.0,3.0,3.0,2018.01.26,잠 자기 전에 책 읽으려고 편안한 암체어를 구입했는데 정말 만족스럽습니다,0,1
5683,5683,4.3,4.0,5.0,5.0,5.0,2018.01.21,제품 처음 배송 시 팔걸이쪽 부품 한쪽이 오지않아 일주일쯤 걸렸네요 조립 하는 과정은 무난한데 의자는 꽤 무거워요 쿠션감은 좋은데 사실 천에서 나는 냄새가 꽤 오래가 페브리지 냄새 탈취제 23일에 걸쳐 거의 한 통 다 쓴듯해요 그런 과정 거치고 나니 이제는 조금 편안하게 사용 할 수 있답니다 저보다 아들이 더 좋아하네요,0,1
5684,5684,4.3,3.0,5.0,4.0,4.0,2018.01.21,디자인 이쁘고 가격도 괜찮고 좋아요 다만 방바닥에 그냥 놓으면 방바닥 다 눌리고 찍혀서 어쩔수없이 밑에다 뭐좀 깔고 해놧네요 그리고 쓰다보니 등받이에 동그란 부분이 뜯어졌어요 제가 부주의한 부분도 있지만 내구성은 좀 약한듯 합니다,0,1
5685,5685,4.3,4.0,5.0,4.0,4.0,2018.01.11,누우면 바로 잠이 오는 Type이에요,0,1
5686,5686,4.3,4.0,5.0,4.0,4.0,2018.01.06,아이의자로 주문했는데 편합니다 단 다리부분 나무들 긁힌듯한 자국이 많아 교환요청 할려다가 그냥 씁니다,0,1
5687,5687,4.3,4.0,4.0,4.0,4.0,2018.01.06,좋아요 배송도빠르고 생각했던 색상이거 튼튼하고 좋아요,0,1
5688,5688,4.3,4.0,3.0,5.0,5.0,2018.01.03,바로 사용하기 쉬어요 쿠션감은 좋은데 약간 애매한감이 있어요 중간부분이 계속 뜹니다 그래도 이가격대에 만족스러워요,0,1
5689,5689,4.3,4.0,4.0,5.0,5.0,2017.12.31,디자인도 맘에 들고 생각보다 쿠션감이 많아서 놀랬어요 사이즈는 적당한것 같습니다 성인 남자가 앉으면 뭔가 푸욱 감싸진다는 느낌은 아니지만 저는 그런 용도로 산게 아니기때문에 만족합니다 하지만 많은 리뷰에서 냄새가 난다는 말에는 동의해요 쿠션에서 약간 기름냄새같은 새것 냄새가 시간 지나면 빠지겠죠,0,1
5690,5690,4.3,4.0,5.0,5.0,5.0,2017.12.29,의자는 좋은데 생각보다 편한지는 모르겠어요 또 배송이 좀 늦었는데 물량이 부족했겠지만 아쉬워요,0,1
5691,5691,4.3,5.0,5.0,5.0,5.0,2017.12.15,색깔도 예쁘고 아주 편안해요 접고 펴기도 힘들지 않아요,0,1
5692,5692,4.3,4.0,4.0,5.0,5.0,2017.12.13,우선 조립도 쉽고 앉았을때 편하고 등받이 각도도 조절할 수 있어서 좋습니다,0,1
5693,5693,4.3,4.0,4.0,4.0,4.0,2017.11.23,편하구 좋습니다가격대비 후회없는 의자에요,0,1
5694,5694,4.3,4.0,4.0,4.0,4.0,2017.11.16,가격대비 좋아요 이뻐요 잘쓸께욤 많이 파세요,0,1
5695,5695,4.3,4.0,4.0,4.0,4.0,2017.11.16,가격대비 좋아요 이뻐요 잘쓸께욤,0,1
5696,5696,4.3,4.0,4.0,4.0,4.0,2017.11.16,가격대비 좋아요 이뻐요 잘쓸께욤,0,1
5697,5697,4.3,4.0,5.0,5.0,5.0,2017.10.03,가격대비 디자인도 질도 괜찮아요 처음 독립해서 허전한 방에 놨더니 좋아요,0,1
5698,5698,4.3,4.0,4.0,5.0,5.0,2017.10.01,두개사서 앉아봤는데 너무 편하네요 제가 키가 많이 큰편이라 아주 조금 작은거같지만 좋아요,0,1
5699,5699,4.3,4.0,5.0,5.0,5.0,2017.08.22,의자 손잡이 부분에 녹이 슬어있긴한데 그거 빼고는 괜찮아요,0,1
5700,5700,4.3,4.0,4.0,4.0,4.0,2017.07.10,음 색상도 그럭저럭 푹신하네요,0,1
5701,5701,4.3,3.0,4.0,5.0,5.0,2017.02.09,색감이 밝아서 집이 환해보이네요 리뷰에서처럼 손잡이 나사가 약간 헐거운데 조이고 쓰면 될듯 5층까지 가져다주신 택배기사님 고생많으셨네여 근데 무료배송이라니 감동,0,1
5702,5702,4.0,4.0,3.0,4.0,4.0,2018.01.10,색깔 그레이 아니예여카키그레이예여그래도 고양이가 좋아합니당 배송 완전 빨랐어용,3,1
5703,5703,4.0,3.0,4.0,4.0,4.0,2020.12.02,배송은 생각보다 빨랐고요 나무에 검댕이 같은 게 묻어있는 거나 시트가 앉으니 따끔거리는 거는 조금 신경이 쓰입니다 그래도 담요 깔고 사용하고 닦아 쓰면 괜찮겠지 싶어요 만족도는 보통입니다,2,1
5704,5704,4.0,3.0,4.0,4.0,4.0,2020.04.18,의자가 너무 편하다냥 지금도 누워서 쓰고있다냥 집사가 나를 위해 마련한건 아닌거 같은데 내가 좋으면 쓰는거죠 뭐 집사가 누워있는 절 찍었는데 면적도 크고 두발 뻗고 잘 지낼 수 있을 것같다 냥 배송 같이 온 큰 박스는 집사가 나 며칠 놀라고 안 버렸는데 넘 좋았다 냥,2,1
5705,5705,4.0,4.0,4.0,4.0,4.0,2017.12.16,혼자사는 남자방에도 잘어울립니다 엉덩이부분이 살짝 꺼지는 느낌이 있지만 더 포근하게 느낄 수도 있을 것 같습니다,2,1
5706,5706,4.0,5.0,2.0,4.0,4.0,2021.05.07,정말 편하다는 말이 많아서 기대가 컸는데 생각만큼 편하지는 않았어요 각도가 뒤로 좀만 더 젖혀질 수 있었으면 싶은데 앉았을 때의 각도가 애매합니다 저는 키 150대에 몸집이 작은편이고요 각도 외엔 만족합니다 봉을 분리하면 쿠션도 빨 수 있어서 좋았어요 다만 전 원래쓰던 의자가 불편해서 아주 편한 의자를 기대했었는데 거기서 좀 아쉬워요,1,1
