,user_name,total_star,durability_star,price_star,design_star,delivery_star,date,review,help,sentiment
4060,아빠빠빠빠31,5.0,5.0,5.0,5.0,5.0,2018.04.24,각도조절도 할수있고 편하고 좋네요.ㅎ잘샀습니다,0,1
4061,Chaesyy7,5.0,5.0,5.0,5.0,5.0,2018.04.22,진짜 대박쇼핑했네요.ㅎㅎ 앉기도하고 눕기도할수있어서 넘편해요. 튼튼하고디자인도 너무고급지네요,0,1
4062,승디찐이,5.0,5.0,5.0,5.0,5.0,2018.04.21,장점으로는 정말 푹신합니다!! 단점으로는 냄새가.... 그리고 여름다가오니깐 땀이 ㅠㅠㅠ,0,1
4063,쿔쿔,5.0,5.0,5.0,5.0,5.0,2018.04.21,카키구매 너무 이쁘고 좁은 원룸에는 딱인듯ㅋㅋ접어서 세워둘수도잇어서 ㅋ실용성굿ㅋㅋㅋ일단 너무편허네요,0,1
4064,욥1,5.0,5.0,5.0,5.0,5.0,2018.04.20,ㅑ요ㅑㅇㅎㅇ아ㅐ레데나타ㅔ네좋아요~!!!,0,1
4065,싱고링고,5.0,5.0,5.0,5.0,5.0,2018.04.13,폭신폭신한 의자를 찾는데 남들이 많이 찾는 이유는 잇겟죠,0,1
4066,토나짱,5.0,5.0,5.0,5.0,5.0,2018.04.12,진심 의자 진심 진심 너무 예쁘고 편안하고 진심 강추드립니다 .. ❣️,0,1
4067,도리곰!,5.0,5.0,5.0,5.0,5.0,2018.04.08,너무 맘에들어요~ 다른 거랑 해서 두개 주문했는데 다른건 아직 오지도 않았는데 얘는 담날 바로 배송 뚜둥. 스크레치자국도 없고 나사 문제도 없구요 너무 좋네요,0,1
4068,츄파츄,5.0,5.0,5.0,5.0,5.0,2018.04.07,배송빠르거 튼튼하고 진짜 짱좋아오!!!!,0,1
4069,rmswl123,5.0,5.0,5.0,5.0,5.0,2018.04.07,가격도 디자인도 너무 맘에들어요 ㅎㅎ,0,1
4070,무고양이,5.0,5.0,5.0,5.0,5.0,2018.04.04,만족 합니다 가격도 할인으로 저렴 했고 배송도 생각 보다 빨라서 좋았습니다 무엇 보다 앉았을때 편해서 좋네요,0,1
4071,리니_홈,5.0,5.0,5.0,5.0,5.0,2018.03.29,의자가 폭신하니 자세도편해지고 진짜좋아요,0,1
4072,Asellaa,5.0,5.0,5.0,5.0,5.0,2018.03.27,장시간 책상에 앉을 일이 많아서 편한의자를 찾았는데 편하긴 한데 책상 의자로 사용하기에는 조금 낮네요 그래서 푹신한 방석이랑 등받이 쿠션을 함께 사용하니 편해요! 첫 사용시에는 냄새가 좀 심하긴 하지만 ... 가격대비 완전 만족^^,0,1
4073,JH29,5.0,5.0,5.0,5.0,5.0,2018.03.25,생각보다 색상도 이쁘고 크기도너무크지않아서 잘쓰고있습니다ㅎ강추드립니다,0,1
4074,jun5278,5.0,5.0,5.0,5.0,5.0,2018.03.23,정말 편하네요 대신 냄새가 많이나요,0,1
4075,치비니,5.0,5.0,5.0,5.0,5.0,2018.03.23,짱좋아요 각도가 조금더 접혀졌으면 좋겠지만 그래도 가성비 좋고 편해요,0,1
4076,그리미이,5.0,5.0,5.0,5.0,5.0,2018.03.23,임산부인 저에게 최적의 장소!! 항상 요긴 제자리에요~예쁜데 편하고 가격대비 참 좋네요🧡,0,1
4077,Tm91,5.0,5.0,5.0,5.0,5.0,2018.03.23,강추합니다 가성비 이만한게없는것같아요!,0,1
4078,미듀83,5.0,5.0,5.0,5.0,5.0,2018.03.18,신혼집에 꼭 있어야 될거 같아 샀어요 ㅋ,0,1
4079,궈니오기,5.0,5.0,5.0,5.0,5.0,2018.03.17,가격대비 참 괜찮네요 ㅎ 신랑이 어항앞에서 쪼그려 앉아 보길래 안쓰러워서 샀어요^^,0,1
4080,Namjju,5.0,5.0,5.0,5.0,5.0,2018.03.16,푹신하고 너무좋습니다..배송도 빠르구요,0,1
4081,m1_rrr,5.0,5.0,5.0,5.0,5.0,2018.03.15,생각보다 훨씬 튼튼하고 너무 좋아용 색깔은 그레이로 주문했는데 제가 원하던 색이랑 실물도 같아서 좋아용☺️,0,1
4082,Princess Bom3,5.0,5.0,5.0,5.0,5.0,2018.03.10,생각보다 무겁긴하지만 튼튼하고 좋아요~ 엄청 편해요ㅎㅎ,0,1
4083,ㅎㅇㅎㅇㅎ,5.0,5.0,5.0,5.0,5.0,2018.03.10,수동으로 등받이를 조절하는게 귀찮긴한데 너무 편해요! 짱짱! 근데 장판에 의자 자국이 다나서 맘이아프다는....,0,1
4084,carpediem312,5.0,5.0,5.0,5.0,5.0,2018.03.07,배송 진짜 빨랐어요. 색깔도 예쁘고 어떤 방에도 잘어울릴것 같네요! 완전 만족해요 또사고싶어요,0,1
4085,아녕더기,5.0,5.0,5.0,5.0,5.0,2018.03.04,예쁘네요! 배송도 빠르고 분위기가 확바뀌였습니다!,0,1
4086,레레레에고,5.0,5.0,5.0,5.0,5.0,2018.03.04,친구한테도 추천해줘서 걔도따라샀어요 아주 폭신합니다,0,1
4087,pani12,5.0,5.0,5.0,5.0,5.0,2018.03.02,뭐 그럭저럭 괜찮을거같네요! 배송이 조금 느리지만 제품은 좋아요.,0,1
4088,떡볶지덩,5.0,5.0,5.0,5.0,5.0,2018.03.01,생각보다 상자가 엄청컸어요 ㅋㅋㅋㅋ 조립필요없어서 아주편했구용 진짜 안락해용~ 싸게사서 좋아요,0,1
4089,Hong-Uk Seo5,5.0,5.0,5.0,5.0,5.0,2018.02.27,아주 잘쓰고있습니다. 편해서 자주 여기에 앉아서 영화나 예능을보곤합니다.,0,1
4090,Minju65,5.0,5.0,5.0,5.0,5.0,2018.02.25,배송도 빠르고 디자인도 예쁘고 진짜 안락하네요,0,1
4091,정대훈남,5.0,5.0,5.0,5.0,5.0,2018.02.24,일단 생각보다 등받이 부분이 커서 좋네요 각도 조절도 가능해서 좋구요 배송이 엄청 빨랐네요 번창하세요~,0,1
4092,숑치,5.0,5.0,5.0,5.0,5.0,2018.02.24,엄청 편함니다!!침대보다 더 편해서 친대에 안눕게되네요ㅎㅎ,0,1
4093,김민준55,5.0,5.0,5.0,5.0,5.0,2018.02.20,진짜 좋아요 집이랑도 어울리고 이뻐료 ㅎㅎ,0,1
4094,임박자,5.0,5.0,5.0,5.0,5.0,2018.02.15,접이식이라 아주 편합니다! 편합니다!,0,1
4095,랩하는아이,5.0,5.0,5.0,5.0,5.0,2018.02.08,생각보다 크네요~~ 그래도 푹신하고 좋아요~~^^,0,1
4096,호동쨩,5.0,5.0,5.0,5.0,5.0,2018.02.07,위에 뭘 올려놔서 짤랐지만 침대보다 의자에 앉아서 활동하는게 더 많아진것같아여 ! 조립도 편하고 높낮이도 가능하다는점이 큰 장점 !!!!!,0,1
4097,Rabbitzz,5.0,5.0,5.0,5.0,5.0,2018.01.30,푹신하고 좋네요 앉아서 티비보는데 딱 좋음,0,1
4098,Hyoseop,5.0,5.0,5.0,5.0,5.0,2018.01.28,마음에 쏙 듭니다! 집이 너무 안락해졌어요!,0,1
4099,홍자팅,5.0,5.0,5.0,5.0,5.0,2018.01.26,너무너무 잘 사용하고 있습니다 감사합니다~,0,1
4100,임소호,5.0,5.0,5.0,5.0,5.0,2018.01.23,뒤에 높이 조절하는게 안펴져서 좀 고생했어요 ㅠㅠ 글에 나와있던 것 처럼 나사 조여주고 앉으니까 진짜 세상편함 ㅜㅜㅋㅋㅋㅋㅋㅌ 배송도 주문하고 다음날 바로 보내주셨그영! 원목부분은 먼지가 엄청 쌓여있어서 다 닦아내고 사용했어요 ㅋㅋ 원룸이 좁아도 영화볼 때 좀 편히볼라고 샀는데 좋아요!,0,1
4101,민정이♥90,5.0,5.0,5.0,5.0,5.0,2018.01.23,집 야옹이들이랑 신랑이 좋아해요ㅎ 약해서 부셔질까봐 걱정했는데 그럴일없습니당ㅎ 근데 바닥이 찍혀요ㅜ,0,1
4102,히히222,5.0,5.0,5.0,5.0,5.0,2018.01.20,안락하고 너무 좋아요 누워잇으면 시간이 금방가야,0,1
4103,두옹이잇,5.0,5.0,5.0,5.0,5.0,2018.01.14,배송도 칼같이 왔고 따로 조립할필요도 없이 바로 사용가능해서 너무 좋았어용! 가격대비 너무 만족해요 >.<,0,1
4104,뀰호떡,5.0,5.0,5.0,5.0,5.0,2018.01.13,생각보다 펼치기가 힘들긴했지만 튼튼한것같아서 좋아요! 그레이가 품절이라 브라운으로 색상변경을 했는데 만족합니다! 이가격에 이 의자를 산건 잘한일이라고 생각해요,0,1
4105,장대이,5.0,5.0,5.0,5.0,5.0,2018.01.13,의자의 쿠션감이 좋고 높이 조절이 가능해 편합니다,0,1
4106,쥬스를츄릅츄릅,5.0,5.0,5.0,5.0,5.0,2018.01.08,마음에 쏙 듭니다! 티비볼때 앉아서 안락하게!,0,1
4107,유이아빠남자,5.0,5.0,5.0,5.0,5.0,2018.01.07,저보다 우리 고양이가 더 좋아 하네요 ..아직 전 않아보지도 않았는데 ㅎㅎ,0,1
4108,왕수달,5.0,5.0,5.0,5.0,5.0,2018.01.05,완전맘에들어요! 세칸으로 나눠 기울기조절도 가능하고 폭신폭신하고 너무 좋습니다!,0,1
4109,ekafxfake,5.0,5.0,5.0,5.0,5.0,2018.01.03,배송 빠르고 조립이라고 할것도 없이 그냥 걸어서 펴주기만 하면 끝나서 쉬웠어요 냄새는 조금 났지만 금방 빠질 냄새입니다. 팔걸이 있어서 편해요 가격도 저렴하니 잘 산거 같아요!,0,1
4110,음먀,5.0,5.0,5.0,5.0,5.0,2018.01.01,ㅎㅎ 넘 좋아요 방이 아늑하니 좋으네요,0,1
4111,응가웅,5.0,5.0,5.0,5.0,5.0,2017.12.30,방이 좁아서 접어서 보관할 수 있는다는 것이 큰 장점이고 튼튼하고 흔들리지않아 좋습니다!! 만족합니다!!!ㅎㅎ,0,1
4112,주바라기75,5.0,5.0,5.0,5.0,5.0,2017.12.30,가격대비 가성비짱^^ 에쁘고 튼튼해요 쿠션감도 좋구요~ 배송받고 맘 안들면 어쩌나 고민했는데 고민.걱정뚝!,0,1
4113,자드님,5.0,5.0,5.0,5.0,5.0,2017.12.17,"가격이 너무 저렴한데 평이 좋길래 사봤는데, 가격대비 좋네요. 의자앉았을때 불편함도 없구요. 앉으면 막 잠들거같다는 평도 있던데 그정도 폭신폭신은 아니구요.. 가격대비 잘만들었다는 생각이 듭니다 만족요~",0,1
4114,건매양,5.0,5.0,5.0,5.0,5.0,2017.12.15,정말 편합니다 그리고 가격도 싸다고 생각합니다~ 아는 분에게도 앉아보라고하니 편하다고 하더라구요,0,1
4115,황규민84,5.0,5.0,5.0,5.0,5.0,2017.12.14,너묻이쁘고 간편해서 좋아요 단단합니다 굿 :D,0,1
4116,asd5615,5.0,5.0,5.0,5.0,5.0,2017.12.12,카키색주문했는데. 화면색상이랑같아요.의자도편하고예쁘고.좋습니다,0,1
4117,행신동 벌꿀오소리,5.0,5.0,5.0,5.0,5.0,2017.12.11,배송도 빠르고 좋네요!!잘 활용 하고 있어요~강추강추,0,1
4118,올레이,5.0,5.0,5.0,5.0,5.0,2017.11.24,너무좋아요 생각보다 쿠션이 막 푹신하지않아도 앉으면 계속 앉아잇게되네요~,0,1
4119,깨링,5.0,5.0,5.0,5.0,5.0,2017.11.22,넘나 맘에들어요 ㅋㅋ 각도 조절도 되고,0,1
4120,율이네가족,5.0,5.0,5.0,5.0,5.0,2017.11.21,아주 만족 합니다!! 배송도 빠르고 좋았습니다,0,1
4121,안영숙51,5.0,5.0,5.0,5.0,5.0,2017.11.18,좋아요 좋아요 좋아요 좋아요 좋아요 좋아요,0,1
4122,골낑,5.0,5.0,5.0,5.0,5.0,2017.11.13,너무 이쁩니다ㅎㅎ편하기도 너무 편하구요 이정도 가격에 이정도면 완전 혜자네요ㅎㅎ 번창하세요!!!,0,1
4123,Yeon Kang,5.0,5.0,5.0,5.0,5.0,2017.11.13,빠른 배송 너무 감사하고요~무엇보다 안락하고 튼튼해 보여요 디자인 색상도 맘에 들고요 아주 이쁘네요,0,1
4124,mozziii,5.0,5.0,5.0,5.0,5.0,2017.11.10,맘에 듭니다. 가성비 최고에 안락하고 앉았을때 착석감도 좋습니다. 등받이 각도조절도 되니 참 좋네요. 배송도 진짜 빠르고 조립도 안해도되는 완제품이어서 편했습니다. 많이 파세요~,0,1
4125,스몰피쉬,5.0,5.0,5.0,5.0,5.0,2017.11.09,엄청 편하네요 앉아서 영화보기 딱좋아요,0,1
4126,꽃보다리나,5.0,5.0,5.0,5.0,5.0,2017.11.04,하루의 마무리는 안락의자에서~~~ 배송이 너무 늦게와서 속태웠지만..,0,1
4127,Jinyoung Woo,5.0,5.0,5.0,5.0,5.0,2017.10.27,너무 편합니다 ㅠ 잘산거같아요! 좋은물건 감사합니다,0,1
4128,Seah Jo,5.0,5.0,5.0,5.0,5.0,2017.10.21,"색상때문에 고민하다 샀는데 의자 넘 예뻐요. 앉아서 책읽기도 좋구, 스툴 하나 가져다 누우면 지상낙원이네요.",0,1
4129,쀓,5.0,5.0,5.0,5.0,5.0,2017.10.20,고민하다가 사길 잘했네요 배송도 빠르고 사길 잘했어요! 추천해요!,0,1
4130,겨우리,5.0,5.0,5.0,5.0,5.0,2017.10.20,제품설명이 자세히 없어서 간단히 펼치기만 하면 되는것을 눈썰미가 없어서 그런지 좀 헤맸어요 ㅋ 펼치다보니 등받이 높이 조절도 되는 점이 발견됐는데 너무 센스있는 의자라고 생각해요. 체구가 작은 편이라 거의 눕다시피 앉아있다가 잠들뻔했어여 ㅋㅋ,0,1
4131,jeje****27,5.0,5.0,5.0,5.0,5.0,2017.10.19,맨처음 사용법을 몰라 고민했어요. 편하게 사용해서 좋아요. 생각보다 크기가 있어요.,0,1
4132,.안나.,5.0,5.0,5.0,5.0,5.0,2017.10.19,생각보다 너무 이쁘고 편해요! 의자등받이 높이 조절가능해서 컴퓨터 의자로도 쓰네용 너무 만족해요!,0,1
4133,한쓰62,5.0,5.0,5.0,5.0,5.0,2017.10.15,조립해야되는줄 알았는데 다되어있어서 좋아요 저렴한가격에 잘샀듯해요 편합니다~~,0,1
4134,오자영54,5.0,5.0,5.0,5.0,5.0,2017.10.15,소파에 누었다가 의자에 앉았다가 ㅋㅋ 디자인도 좋고 편하게 앉을수 있어 좋아요,0,1
4135,맘주인,5.0,5.0,5.0,5.0,5.0,2017.10.07,진짜 편안하고 누우면 바로 눈이 감김,0,1
4136,김예지92,5.0,5.0,5.0,5.0,5.0,2017.09.09,책상높이에도 딱맞고 색상도 차분하고 예뻐요~~~,0,1
4137,조운자룡,5.0,5.0,5.0,5.0,5.0,2017.09.05,깔끔하고 무엇보다 아주 편해요 몸과일체형이 되어서 일어나기 싫답니다 가격대비 아주 만족해요,0,1
4138,아늑함243,5.0,5.0,5.0,5.0,5.0,2017.09.03,편한데 자리마니차지함 ㅠㅠㅠ원룸은 생각잘하셈,0,1
4139,천현진,5.0,5.0,5.0,5.0,5.0,2017.09.01,"좋은 상품, 착한 가격 감사합니다^^♡",0,1
4140,인생한방얏호,5.0,5.0,5.0,5.0,5.0,2017.08.26,괜찮아요 색상 디자인 심플하고 맘에 들어요,0,1
4141,라꿍찌,5.0,5.0,5.0,5.0,5.0,2017.08.19,맘에들어요 편하고 ㅜㅜ색깔도 걱정햇는데 이뻐요,0,1
4142,힝힌,5.0,5.0,5.0,5.0,5.0,2017.08.18,원룸 자취방에 놓기 너무 클까봐 걱정 했는데 딱 이뻐요!!!! 다만 색깔이 카키색이네요ㅠㅠㅠㅠ그래도 만족해요!,0,1
4143,사과나무열매,5.0,5.0,5.0,5.0,5.0,2017.08.10,넘나리 이쁜 것 가격대비 짱이에오 가성비 좋아요!!! 색도 넘나 이쁩니다람쥐,0,1
4144,레이🤗,5.0,5.0,5.0,5.0,5.0,2017.08.10,푹신하고좋아요^^ 카페트태그를 잘못달았네요ㅋ,0,1
4145,쭌히,5.0,5.0,5.0,5.0,5.0,2017.07.09,크기도 크고 푹신해서 안락해요!!!!!!,0,1
4146,우차의여름,5.0,5.0,5.0,5.0,5.0,2017.05.17,안락의자랑 러그 같이 구매했습니다. 배송은 이틀만에 왔구요. 조립은 다 되있어서 펼치기만 하면 되서 편하고 생각보다 더 폭신하고 사이즈도 딱 좋아서 너무 마음에 들어요! 조금 먼지같은건 있었는데 물티슈같은걸로 닦으니까 괜찮았네요. 러그도 부드럽고 저희집개가 더 마음에 들어하네요ㅎㅎㅎ 색상은 카키그레이 인데 카키색이 더 맴돌아서 마음에 듭니다. 많이 파세요ㅎㅎㅎ,0,1
4147,김명수73,5.0,5.0,5.0,5.0,5.0,2017.05.07,지난번 내꺼사고 괜찮아서 동생에게 선물했어요 동생도 맘에들어해서 넘 다행이고 좋아요 감사합니다^^,0,1
4148,기메영이,5.0,5.0,5.0,5.0,5.0,2017.04.26,제일 마음에들어오 처음엔 헤맷는뎈ㅋㅋㅋㅋ괜참ㅎ아요 이뻐요,0,1
4149,방정인,5.0,5.0,5.0,5.0,5.0,2017.04.02,디자인도 이쁘고 실용성도 좋고 편해서 너무 마음에 듭니다,0,1
4150,DJ잎싹,5.0,5.0,5.0,5.0,5.0,2016.11.24,정말 편하게 잘 쓰고 있습니다.,0,1
4151,secret0408,4.8,4.0,5.0,5.0,5.0,2017.11.03,다좋고 너무편하고 높이조절이가능해서좋은데 장판에 찍혀요 다리가. 의자발안하면..또르르. 새장판깐거 다찍혔네요. ㅜㅜ 러그깔고 올렸는데 이미 그전에찍혀서 아쉽. 다른공간에서 잘쓰시면 최고일듯요 여름때는 베란다에두고 영화한편보거나책읽으려구요 짱편함!!,12,1
4152,안단테립밤,4.8,4.0,5.0,5.0,5.0,2021.08.21,목재 뼈대 위에 푹신한 의자 솜을 걸쳐놓은 구조라 허리를 직각으로 잡아주지 않고 해먹처럼 둥글게 지지해줘요 무게 무거워서 접어서 수납했다가 뺐다 하기는 어려워요 너무 만족하고 있지만 상품 설명에 없었던 부분이 눈에 밟혀서 참고하시라고 리뷰 남깁니다~,1,1
4153,김민뚱님,4.8,4.0,5.0,5.0,5.0,2021.01.19,리뷰에서 장판에 많이 찍힌다고 해서 러그랑 같이 놔두면 될꺼같아서 러그랑 같이두니 정말 이쁘네요ㅋㅋㅋㅋㅋㅋㅋㅋ 의자도 무게감있어 튼튼하게 오래 쓸꺼같아요! 최고🤟,1,1
4154,채채챞,4.8,4.0,5.0,5.0,5.0,2021.01.01,배송 다음날에 바로 발송해주셨고 카키그레이 인데 실물 색이 올리브색같아요 더 연하고 이뻐요. 하지만 탈부착이 안되니 뭐 흘릴까봐 그 위에 담요 올려서 쓰고 있습니다. 3단조절도 간편하게 되고 좋아요 근데 막 엄청 편안하진 않아요 제 몸에 안맞는것인지는 모르겠지만요! 하지만 가격 저렴하고 만족합니다,1,1
4155,eggy88,4.8,4.0,5.0,5.0,5.0,2020.12.22,이쁩니다 조금 무겁긴 하지만 잘 앉아있어요!,1,1
4156,ggingchu,4.8,4.0,5.0,5.0,5.0,2020.12.06,음 조립되서 오긴하는데 혹시나해해서 다시 쪼으려다보니 중간중간 헛도는게 많습니다. 포장도 그냥 스피로폼 하나 없이 오긴 하는데 외관문제는 아ㅓㅂㅅ네요,1,1
4157,서얌2,4.8,4.0,5.0,5.0,5.0,2020.10.20,생각보다 진짜 커요.... 많이 쓰니까 보풀이 이네요,1,1
4158,베이지데이,4.8,4.0,5.0,5.0,5.0,2020.09.04,배송 빠르고 편안해요 베이지 색상이 있었음한데 연한 카키라거 나쁘지않네요 앉았을때 편한게 잴 좋아요,1,1
4159,한연옥93,4.8,4.0,5.0,5.0,5.0,2020.04.09,상품 디자인 만족 모두 만족 세탁이나 관리 부분이 쫌 장기적으로는 어려울 듯 하네요. 글고 앉는 부분이 쫌 짧은 듯요. 그치만 가격대비 만족입니다,1,1
4160,코코제이제이제이,4.8,5.0,5.0,4.0,4.0,2019.12.23,딱원하던느낌의체어였어요리뷰보고구매했던건데느낌있고좋습니다^^,1,1
4161,ilshee,4.8,4.0,5.0,5.0,5.0,2019.11.09,엉덩이가 쑤욱 들어가 안정적인게 아니라 약간 엉덩이를 의자가 밀어내는? 느낌이긴 한데 ㅋㅋㅋ 전체적으론 편안하고 좋아요! 리클라이너도 이케아도 사려던게 비싸 고민하다 산건데 이 가격 이 디자인에 훌륭합니다,1,1
4162,뱁새_,4.8,5.0,4.0,5.0,5.0,2019.07.24,"카키그레이 색이 이뻐요. 스툴 색을 잘못 골랐지만, 조립한게 아까워서 그냥 쓰려구요. 의자 무게가 상당하고 부피도 작지 않습니다. 앉으면 굉장히 안락하고 높이가 그렇게 낮은 편도 아니라서 손님오면 식탁의자 겸용으로 쓸려구요 ㅎㅎ",1,1
4163,플라이프리맨,4.8,4.0,5.0,5.0,5.0,2018.11.25,가성비로는 편한하고 좋슴다 허벅지 밑의커버가 접혀서 좀 불편하기는 합니다 조립은 다 되서 배송되지만 6mm 엘보 렌찌로 더 조여주셔야 흔들리지 않습니다,1,1
4164,그림같은세상,4.8,4.0,5.0,5.0,5.0,2018.01.28,이 가격에 이런 제품 실화인가요?? 안 사고 뭐하세요??,1,1
4165,사운도,4.8,5.0,5.0,4.0,4.0,2018.01.05,의자 아주 편하고 너무 좋아요!! 생각보다 커서 덩치가 쫌 있는 저도 너무 좋네요!!!,1,1
4166,정태54,4.8,4.0,5.0,5.0,5.0,2021.08.24,선택을 잘한 것 같습니다 너무 너무 좋습니다,0,1
4167,빛윤,4.8,5.0,5.0,4.0,4.0,2021.08.21,시간이 좀 지나 올립니다! 진짜 편해요 오는 손님들 마다 한번씩 다 앉아보고 일어나질 않습니다 ㅎㅎ 예쁘고 편합니다,0,1
4168,다시봄이온다,4.8,5.0,5.0,5.0,5.0,2021.08.18,생각보다 크지만 안락합니다 의자와 스툴이 따로 배송되고 배송비도 따로 받는건 아쉬워요,0,1
4169,잴꾸미기집,4.8,5.0,5.0,4.0,4.0,2021.08.09,할머니께서 갈비뼈를 다치셔서 주문해드린 의자에요 :) 누워서 주무시지 못할 정도로 심하셔서 빠르게 배송되길 바랬는데 정말 이틀만에 와서 걱정을 덜었답니다 ㅎㅎㅎ 잘 쓰실 것 같아서 저도 기분이 좋아요,0,1
4170,xpatm,4.8,4.0,5.0,5.0,5.0,2021.08.07,따로 조립을 하거나 할 필요가 없어서 좋았구요 디자인도 꽤 맘에 들어요 무엇보다 앉았을때 편합니다!!,0,1
4171,highstar,4.8,5.0,4.0,5.0,5.0,2021.08.04,"너무 예뻐요!!! 그리고 생각보다 커서 놀랐어요 ㅎㅎㅎ 방이 너무 작아서 아쉽지만, 접이식이라서 좋네요! 그래도 알차게 잘 쓸께요!!",0,1
4172,도양머선129,4.8,4.0,5.0,5.0,5.0,2021.08.03,색상 예쁘고 편해서 좋아요~ 근데 나사가 쉽게 헐거워지는 듯 하고 밑에 나무가 벌써 까져있어요 ㅠ.ㅠ 엄청난 퀄은 아닌거 같지만 편해서 좋아요~,0,1
4173,라댕잉,4.8,4.0,5.0,5.0,5.0,2021.07.28,복층 침실에서 사용할 안락의자를 구매했는데 진짜 편하고 좋네요~ 왜 안락의자를 쓰는지 알 것 같아요! 그런데 이 안락의자의 단점은 천을 빨수가 없습니다..ㅋㅋ,0,1
4174,김맹7,4.8,4.0,5.0,5.0,5.0,2021.07.28,의자 편하구 다 좋은데 쿠션들이 제 신체에는 좀 안 맞는 것 같습니다! 특히 목받침쪽이 너무 높아서 머리쪽 포지션이 불편하더라구요. 목받침때문에 산 이유가 큰데 ㅠㅠ 그리구 이 제품에 커버도 같이 판매해주시면 좋을 것 같습니다. 있나?? 실은 그것까지 확인은 못해봤습니다. 총평 : 다 좋으나 목받침이랑 위생때문에 커버도 같이 구매가 필요한 것 같음,0,1
4175,전부다살거야,4.8,5.0,5.0,5.0,5.0,2021.07.16,아주 푹신하고 디자인도 맘에들고 만족합니다,0,1
4176,hoyaai,4.8,5.0,5.0,4.0,4.0,2021.07.12,"구매한지 1년 좀 안되갑니다. 아직도 쿠션감 있고요, 이녀석 덕분에 꿀같은 휴식 즐기고 있어용",0,1
4177,다시떠나는날,4.8,4.0,5.0,5.0,5.0,2021.07.03,옆팔걸이가 덜렁덜렁 해서 빼버렸어요 앉으면 좀처럼 일어나기 힘든 편한 의자고 불필요할땐 접어서 두면 공간활용도 가능해요,0,1
4178,희개,4.8,5.0,5.0,4.0,4.0,2021.07.01,생각보다 크기가 컸지만 앉았을때 엄청 편하고 튼튼해서 걱정이 없어요! 감사히 잘 쓰겠습니다ㅎㅎ,0,1
4179,봄날♥♥,4.8,5.0,5.0,5.0,5.0,2021.06.24,아주편해요 기울기 조정가능하구요 푹신해서좋아요 색감도 이쁩니다 ~,0,1
4180,쫑쫑쫑알,4.8,5.0,5.0,4.0,4.0,2021.06.22,"배송이 생각보다 빠르게 왔어요!!! 허리가 안 좋아서 밥 먹고 바로 누우니까 역류성 식도염이 와서ㅠ 급체도 자주하다보니 오래 앉아있으려고 쇼파 구매한건데 너무너무 편하네요! 쓰다가 솜이 다 꺼져두 엄청 비싼 가격이 아니라서 새로 구매하면 될 것 같아서, 추천합니다! !",0,1
4181,♡최효정♡,4.8,4.0,5.0,5.0,5.0,2021.06.20,바퀴달린집에 나오는 의자보고 편하겠다싶었는데 비슷한게 있어서 샀어요. 다시 봐도 거의 똑같은거 같아요. 푹신하고 좋은데 의자밑에는 받쳐주는거 없이 오롯이 천으로만 지지해요. 그래서 내구성 별하나 뺏어요.,0,1
4182,배간지,4.8,4.0,5.0,5.0,5.0,2021.06.16,배송도 빠르고 가격도 저렴하고 디자인도 너무 좋아요 사진을 너무 못찍어서 아쉽네요 ㅠㅠ,0,1
4183,지유지인러버,4.8,5.0,5.0,4.0,4.0,2021.06.12,"선물 했는데 편안하고 아늑하다고 하네요.^^ 여름이라 패브릭이 좀 더울 수도 있겠지만, 다른 계절엔 괜찮을 것 같아요. 패브릭 컬러와 원목 넘 맘에 들어요~",0,1
4184,두구동,4.8,4.0,5.0,5.0,5.0,2021.06.10,"이사하고 집이 넓어져서 꼭 들여놓고싶던 안락의자 놓았어요ㅜ 디자인 너무 예쁜데 항상 앉으면 부사질까 조심해여ㅋㅋ큐ㅠㅠ 다리 다쳐서 깁스했는데 두달은 꼼짝없이 여기누워서 티비나 봐야겟네욤,,,^^* 고앵의 키우시는 분들은 조심,, 한눈 팔면 뺏김",0,1
4185,안나라수마나라A,4.8,4.0,5.0,5.0,5.0,2021.06.08,편하고 이쁘고 좋아요!!발받침 살걸 후회중이네요 ㅠ,0,1
4186,카이071,4.8,4.0,5.0,5.0,5.0,2021.06.07,"쉰다, 하면 무조건 눕게돼서 샀는데 만족합니다. 안 쓸 때는 접어서 보관하면 되니 👍",0,1
4187,mimi8906,4.8,4.0,5.0,5.0,5.0,2021.06.05,접기 용이해서좋아요 지금은 놓을자리가없어서 접어뒀지만 이사가서 펼생각이예요 근데좀 무거워요,0,1
4188,수니수니3,4.8,5.0,5.0,5.0,5.0,2021.06.05,베라다 뷰 감상하며 하루힐링 된답니다,0,1
4189,mangmi1,4.8,5.0,5.0,5.0,5.0,2021.06.05,편안하고 좋습니디 저렴한 가격에 반신반의하며 샀는데 굿굿,0,1
4190,yunjutang,4.8,4.0,5.0,5.0,5.0,2021.06.04,색감이 은은하니 예쁘고 앉아있으면 편해요 ㅎㅎ 힐링타임 :),0,1
4191,워킹맘8969,4.8,5.0,5.0,5.0,5.0,2021.06.03,이쁘네요^^ 편안해서 자꾸 앉게 되는군요^^!!만족해요~~,0,1
4192,내사랑이야,4.8,5.0,5.0,5.0,5.0,2021.06.01,릴렉스의자 너무 편하고 좋아요 인테리어 효과로도 최고에요,0,1
4193,박연주109,4.8,5.0,5.0,5.0,5.0,2021.06.01,너무 맘에 들어요 색상도 좋고 튼튼하고 아이들이 너무 좋아해요,0,1
