index,user_name,total_star,durability_star,price_star,design_star,delievery_star,date,review_cleaned,help,sentiment
5088,뾸롤로,4.5,4.0,5.0,5.0,5.0,2019.07.17,쇼파 옆에 두려고 샀는데 생각보다 너무 편해요 잘 산듯 근데 스툴은 조립 설명서가 너무 간단히 되어있어서 문의해서 조립했어요 설명서 좀 더 알아보기 쉽게 써두시면 더 좋을듯,0,1
5089,이탬탬탬,4.5,4.0,5.0,4.0,4.0,2019.07.16,완전편해요 오늘의집 이번에 여러개시켜서 300만 넘게썼는데 구매한거중에 만족도 탑순위에용,0,1
5090,비밀꽃,4.5,4.0,4.0,5.0,5.0,2019.07.12,리뷰 및 평이 너무 좋아서 구매하게 되었어요 가격은 합리적이라 생각합니다 단 조절이 매우 편한건 아니라 잘 안하게되지만 크게 상관 없습니다 의자 자체는 편한데 손걸이나 기타 뼈대들의 모서리가 각진편이라 오래 앉아서 팔등을 걸치고 있으면 좀 아파요 가격대비 괜찮은 편이고 좀 더 비쌌다면 평가가 훨씬 나빠졌을 듯 하네요,0,1
5091,trast815,4.5,4.0,5.0,4.0,4.0,2019.07.10,생각보다 튼튼하고 가격대비 만족합니다,0,1
5092,윤우맘❤️14,4.5,5.0,5.0,5.0,5.0,2019.07.04,품절되는바람에좀기다렸지만 기다릴만했어요 묵직하너무좋아요 우리집아들이좋아하네요,0,1
5093,꼬들밥,4.5,5.0,5.0,5.0,5.0,2019.07.03,너무 편합니다 오자말자 스툴도 조립해서 앉았는데 마약의자에요,0,1
5094,조말코부로비치,4.5,4.0,5.0,4.0,4.0,2019.07.03,배송 이틀정도 걸렸구요 택배기사님이 문앞까지 딱 알아서 배송해주셔서 너무 좋았어요 혹시 몰라서 물티슈로 싹 닦았는데 전혀 묻어 나오는거 없었고 새 가구 냄새는 좀 나는데 원목가구냄새라서 해로운거 없을거같아요 포장도 그냥 박스에 왔는데 쓰레기 별로 안생겨서 더 좋네요 택배기사님이 안전배송해주셔서 글켔죠 근데 젤밑에 나무가 약간 갈라짐 있는데 다른부분이 아니고 제일 밑부분이라서 혹시나 무거우면 더 갈라질까봐 좀 신경쓰이는데 그냥 나무 무늬자체에서 생긴홈이라 그냥 써도될거같아요 의자 그냥 살짝 앉아봤는데 삼십분째 못일어나고있네요,0,1
5095,바비두밥,4.5,4.0,4.0,5.0,5.0,2019.06.30,테라스에 두고 잉여모드 할 용도로 샀습니다 가격보고 사실 크게 기대안했는데 생각과 기대보다 너무 편하네요 인테리어 후 이것 저것 구매했는데 가전 가구 통틀어 의외의 만족도 1위 제품입니다,0,1
5096,MinZz,4.5,4.0,5.0,4.0,4.0,2019.06.29,저는 쿠션이 막편하지만은 않아요 디자인이 예쁘고 쿠션따로깔아주면 좋을것같네요,0,1
5097,조참봉,4.5,3.0,5.0,5.0,5.0,2019.06.25,접이식이라 이동은 간편한데 내구성이 좀 엄청 흔들립니다 딱 고정이 되는게 아니라 팔걸이부분이 덜컹덜컹 하네요 그래도 앉아있으면 세상 편합니다,0,1
5098,chining,4.5,5.0,4.0,5.0,5.0,2019.06.23,화물 택배로 안전하게 왔습니다 배송도 빠른편이었고 무엇보다 가성비 누우면 잠이 솔솔 생각보다 굉장히 편합니다,0,1
5099,우한나50,4.5,3.0,5.0,5.0,5.0,2019.06.22,괜찮은디 손잡이에 찍혀와서 별깍았어여,0,1
5100,kay.,4.5,4.0,4.0,5.0,5.0,2019.06.21,저렴한 가격에 샀는데 너무 만족해요 진짜 편하고 발걸이까지 구매해서 휴무날마다 여기에 누워서 책보는게 낙이에요,0,1
5101,sunykr,4.5,5.0,4.0,4.0,4.0,2019.06.17,튼튼하고 앉았을때도 편합니다 배송도빠르고 조립되어와서 너무 편해요,0,1
5102,"하루하루를 행복하게,",4.5,4.0,4.0,5.0,5.0,2019.06.14,조립이라고 할것도 없고 펼치기만 하면 되서 간편해요 저는 다이닝룸 침실 번갈아가면서 사용하려고 하는데 생각보다 무게가 나가서 자주 옮기진 못하겠네요잠깐 앉아있을땐 무척 편하지만 조금 오래 앉아있으니 편한듯 불편한 그런 의자에요그래도 이 가격에 이정도 퀄리티면 넘넘 좋아요얼른 의자커버 구매해서 덮어놓으려구용,0,1
5103,진주버터남,4.5,3.0,5.0,5.0,5.0,2019.06.13,완성된 상태로 와서 따로 조립없이 좋았어요 대신 쓰다보니 나사들이 헐거워져서 다시 한번 조여줬어요,0,1
5104,여우는귀여워,4.5,4.0,4.0,5.0,5.0,2019.06.12,담요 덮어서 쓰고 있어요 싸고 좋습니다,0,1
5105,꼼디락소녀41,4.5,4.0,5.0,4.0,4.0,2019.06.08,이쁘긴한데 저는 허리가 약해서그런가 좀 의자는이뻐용,0,1
5106,cats48****51,4.5,5.0,5.0,4.0,4.0,2019.06.04,조립이 다된거였네여 부족한 부분만 살짝 조여주면 되는 거네여 집안분위기랑 어울리고 편하네여 집이 더넓었음 더구입하고 싶네여,0,1
5107,887304,4.5,4.0,4.0,5.0,5.0,2019.06.03,진짜 편하고 아빠다리하고 앉아있어도 좋아요,0,1
5108,UK51,4.5,5.0,5.0,5.0,5.0,2019.05.30,편하고 편리하고 조립할필요없어서 더좋네요,0,1
5109,Soo Yeon♥️75,4.5,4.0,5.0,5.0,5.0,2019.05.26,편하게 잘 사용할게요 올때 먼지가 좀 많았어요 그거 말고는 만족합니다,0,1
5110,바르보사,4.5,4.0,5.0,4.0,4.0,2019.05.22,제가 오늘에집에서 산 물품들중 가장 만족스러웠습니다 러그를 깔아두면 바닥 긁힘현상을 방지할수 있으니 항상 꼭 러그와 함께,0,1
5111,기뮈재,4.5,4.0,4.0,5.0,5.0,2019.05.20,구매한지 좀 됐는데디자인이 좀 질리는 감은 없지않아 있어요 그래도 앉았을땐 디게 편해서 가성비가 좋다고 생각합니다,0,1
5112,주용신영,4.5,5.0,5.0,4.0,4.0,2019.05.13,너무 편하고 각도 조절 되는것도 좋고 이쁘고 사세요 그냥,0,1
5113,마이럽규,4.5,5.0,5.0,5.0,5.0,2019.05.09,물건은 맘에드는데 택배기사분 문앞도 아니고 일층 현관에 두고가셨네여 3층까지 들고올라가느라 힘들었어요,0,1
5114,골든카운티,4.5,5.0,4.0,5.0,5.0,2019.05.07,등 마사지 보조 의자로 사용하고 있는데 내구성좋고 디자인도 좋네요,0,1
5115,로지2,4.5,5.0,5.0,4.0,4.0,2019.04.28,산지 일년 넘었는데 이제 쓰네용 너무 잘쓰고 있어요,0,1
5116,헤르매스,4.5,4.0,5.0,4.0,4.0,2019.04.27,아주 편안합니다 약간헐거운 부분있는데 이건 나사조이면 되고 다만 쿠션 부분 이물질이 좀묻어 있내요,0,1
5117,푸딩모찌,4.5,5.0,5.0,3.0,3.0,2019.04.26,솔직히 가격이 비싸긴 하다 생각했는데 너무 편해요일할때 늘 허리가 아팠는데 이제 기대서 편하게 할 수 있을듯,0,1
5118,byungluberry,4.5,5.0,5.0,4.0,4.0,2019.04.25,진짜 진짜 편하고 너무 좋아요 비록 주문했던 색상이 품절이라고 주문 뒤에 문자받아서 속상했지만 카키도 받아보니 예뻐요,0,1
5119,쥬니히메,4.5,4.0,5.0,4.0,4.0,2019.04.23,예뻐요 등받이는 삼단 조절 가능한데 맨 뒤로 해놓으면 아주 편합니다 소파는 자리를 많이 차지할 거 같고 책 같은거 읽을 때 쓰려고 샀는데 집에 놀러오는 사람들이 더 많이 앉네요,0,1
5120,길리공주,4.5,5.0,5.0,4.0,4.0,2019.04.19,목이 조금 아픈 것 같지만 예쁘구 접이식이라 제일 좋습니다,0,1
5121,햄찌냐,4.5,5.0,5.0,4.0,4.0,2019.04.14,이렇게 편할줄 알았다면 진작살걸그랬네여,0,1
5122,꼭행복,4.5,5.0,5.0,4.0,4.0,2019.04.09,사진보다 더 이뻐요 너무 만족합니다 패브릭에서 냄새가 나긴하나 새제품냄새라고 생각하고 페브뿌리면되요,0,1
5123,몬마97,4.5,4.0,5.0,4.0,4.0,2019.04.05,위에 천 하나 씌우면 꽤 예뻐요 조립도 5분만 고민하면 할수있고 배송도 좋았어요 집에 하나쯤 놔두고 책읽기 좋은 소품입니다,0,1
5124,Yun Jeong N,4.5,5.0,4.0,4.0,4.0,2019.03.29,고양이가 이 의자를 좋아합니다 그레이 색 사려고 했었는데 장바구니에 담아뒀다가 품절되서 브라운으로 샀는데 본의 아니게 고양이랑 깔맞춤이예요 너무 귀여워여 아 물론 품질도 좋아요,0,1
5125,우싸미,4.5,5.0,5.0,5.0,5.0,2019.03.27,다 만족하지만 등이 닿는 부분에 먼지와 이물질이 많이 묻어있어 동글이로 청소후 쓸 수 있었고 조립하고 나니 바닥에 흙이 많이 떨어져있더군요 이점만 빼면 만족하며 쓰고있어요,0,1
5126,가다랑어,4.5,5.0,4.0,5.0,5.0,2019.03.27,가격이 저렴해서 약간 걱정하며 구매했는데 생각보다 되게 편하고 튼튼하네요 만족해요,0,1
5127,오기으누,4.5,5.0,5.0,4.0,4.0,2019.03.27,배송도 빠르고 색상도 이쁘고 편안해요,0,1
5128,유운냥,4.5,4.0,5.0,5.0,5.0,2019.03.24,제품은 가성비가 좋습니다만 냄새가 좀 나고 천에 먼지가 잘 내려앉는 재질인 점이 아쉽습니다 그래도 혼자 좁은 방에 두기 딱 좋아요 4일이 지났는데도 화학약품냄새가 너무 나요 피부트러블까지 생길정도라 오래는 못앉네요,0,1
5129,zitamin,4.5,3.0,5.0,5.0,5.0,2019.03.20,굉장히 예쁘고 편한데 나사가 자주 풀리더라구요 자주 조여줘야하는 것이 흠이라면 흠이네영,0,1
5130,🐶❤️👍🏻,4.5,4.0,5.0,4.0,4.0,2019.03.17,이러케 긁혀있고 까진거 엄청많아여이런거라 세일했나 싶고세일할때 산거 다 이렇네요 휴 그리고 이상하게 이 의자에만 앉고나면 알레르기 터져서 쓰지를 못하고있음 방석 세탁에 고온건조돌렸는데,0,1
5131,yy76,4.5,4.0,5.0,4.0,4.0,2019.03.12,다 맘에드는데 냄새가 너무 심해요,0,1
5132,🙌☝️,4.5,4.0,4.0,5.0,5.0,2019.03.06,제일 눕힌 자세로 앉으면 누운것처럼 편해요 퇴근 후에 여기에만 앉아있어요 배송도 빠르고 튼튼해 보이네용 다만 의자를 분리하기는 너무 어려워서 세탁은 어렵고 배송받은날 페브리즈 잔뜩 뿌렸어요 그리고 물티슈로 박박 닦았는데 염료가 많이 묻어나더더라구요 그리고 의자를 끌면 바닥이 그대로 쓸려서 바닥쓸림방지테이프 사서 붙였어요,0,1
5133,ggi,4.5,3.0,5.0,5.0,5.0,2019.03.01,원단에서 좀 실망했습니다,0,1
5134,btb13,4.5,5.0,4.0,4.0,4.0,2019.02.19,푹신해서 앉아있기 편하고 높이 조절도 가능한 점이 마음에 들어요,0,1
5135,DK85,4.5,4.0,4.0,5.0,5.0,2019.02.19,가격대비 훌륭합니다 더 원하신다면 비싼거 사시면 됩니다,0,1
5136,미뇽22222222,4.5,5.0,5.0,4.0,4.0,2019.02.13,조립없이 바로 펴서 쓸수있어서 너무 좋았습니다 패브릭 먼지가 좀 많아서 커버를 따로 씌웠어요,0,1
5137,CrazyLunatic,4.5,4.0,5.0,4.0,4.0,2019.02.11,편하고 딱 생각한만큼 좋습니다 안락해서 쉬기 좋아요,0,1
5138,잇페,4.5,5.0,4.0,5.0,5.0,2019.02.11,진짜 편해요 방에 편한 의자가 없어서 자꾸 눕게 되길래 샀는데 대만족 조립식이 아니라 배송이 다른 것보다 좀 더 늦었지만 급한건 아니라 기다렸어요 다만 색깔이 다양하지 못한게 아쉽,0,1
5139,디_니,4.5,4.0,4.0,5.0,5.0,2019.02.03,수유의자로 사려고 시켰는데 좋아요,0,1
5140,Jeong이,4.5,4.0,5.0,4.0,4.0,2019.01.31,원목이여서 고급스럽고 색도 예뻐요 다만 커버가 따로 있지 않아서 어떻게 싯어야하나 고민되네요 커버가 필요한듯해요,0,1
5141,NEECONYCONEE,4.5,5.0,5.0,5.0,5.0,2019.01.31,엄마가 연락도 없이 약속때문에 나가시는 길 문앞에 이 큰 택배가 세워져있어서 많이 당황하셨다네여 카키브라운 색상예쁘구 제품 자체는 정말 만족해요 연출은 물론 정말 아늑하네요,0,1
5142,욘이욘,4.5,5.0,5.0,3.0,3.0,2019.01.28,배송 늦는다는 후기나 질문이 많길래 얼른 질렀는데 배송 속도 엄청 빨랐어요 넘 편해서 쇼파 놔두고 맨날 여기 앉아있어요 짱짱입니다,0,1
5143,꼬부기17,4.5,5.0,5.0,4.0,4.0,2019.01.27,색상이 이쁘고 조명과 어울려서 만족합니다,0,1
5144,긍B,4.5,3.0,5.0,5.0,5.0,2019.01.26,집이 좁아서 방에쓰려고 삿다가 강제 거실행 되긴 했지만 이것또한 나름대로 티비볼때 엄청 편하네요 그전엔 컴퓨터로 영화볼때 주로 썻습니다 가성비 굳굳,0,1
5145,kbosoon,4.5,4.0,5.0,4.0,4.0,2019.01.09,편하게 잘 쓰고 있습니다 일부러 햇볕 잘 드는 창문 옆에 두고 앉아서 책 읽거나 멍때리거나 합니다 편하기도 편하고 보기에도 너무 따듯한 느낌으로 좋습니다,0,1
5146,chon.s.y16,4.5,4.0,5.0,5.0,5.0,2019.01.01,이가격에 이런의자라니득템한기분입니다,0,1
5147,feeling780,4.5,5.0,5.0,5.0,5.0,2018.12.30,일단앉았을때 너무편합니다 디자인도마음이쁨,0,1
5148,33쏠쏠랄라,4.5,4.0,5.0,4.0,4.0,2018.12.29,다른리뷰들 처럼 아주 편하고 이쁘네용 진짜 스툴까지 있음 딱이에용,0,1
5149,롸윤,4.5,5.0,5.0,3.0,3.0,2018.12.28,편해요크긴큰데 제 자취방에는 일단 딱맞네요 풋스툴이 있으면 편할것같지만 자취하는데 그정도는 사치인거같아서 안사려구요 앉아서 핸드폰 하기 좋아요 색깔은 솔직히 연한 카키에요 그레이는 1정도그레이색이면 더 좋았겠지만 저는 이 색도 마음에 들어서 괜찮아요 아 그리고 이거 따로 못 빠는 재질이라고 리뷰에 써져있길래 담요라도 씌워 볼까 했는데 다 애매하고 이상하네요 본모습이 제일 이뻐요 아쉬운건제가 사자마자 세일했다는 점 운이 안좋은 거였죠 뭐 여튼 마음에 듭니다앉아서 맥주 먹어야징,0,1
5150,아이스팅,4.5,5.0,5.0,3.0,3.0,2018.12.28,사무실로 배송 받아서 아직 박스만 제거해서 보았습니다 처음에 그런걸 왜 사냐고 하는 분들이 많았는데 한번씩 앉아보고는 사는방법도 물어보고 하네요 다들 편안하다고 만족하네요,0,1
5151,낭스,4.5,4.0,5.0,5.0,5.0,2018.12.27,생각보다 무거운 점이 단점이라면 단점인데 그건 어쩔 수 없는 것 같고요 굉장히 편안하네요 조만간에 하나 더 구매할 것 같아요,0,1
5152,히아시,4.5,4.0,5.0,4.0,4.0,2018.12.25,크리스마스날 받았습니다 배송 빠르고 좋네요 조립할 필요 없이 바로 쓸 수 있어 좋아용,0,1
5153,닥터꽁치,4.5,4.0,4.0,5.0,5.0,2018.12.24,하나 구매해서 사용해보고 추가로 더 구매했어요 앉아서 쉬거나 책보기 좋아요 신랑이랑 하나씩 차지하고 사용중이에요 근데 크기가 생각보다 크다는거자리차지를 좀 많이해요 마감이 좀 아쉬운데 가격대비 걍 쓸만한것 같아요 한두달 쓰다보니 쿠션이 금방 꺼졌어요,0,1
5154,사쿠라츠,4.5,5.0,5.0,4.0,4.0,2018.12.22,꽤 괜찮아요 근데스툴이 있으면 더 편할듯,0,1
5155,오니마누머녀투마,4.5,5.0,5.0,4.0,4.0,2018.12.21,생각보다 튼튼하고 색도 괜찮아요오오오,0,1
5156,manuk****93,4.5,4.0,5.0,5.0,5.0,2018.12.13,영화볼때 편안하게 앉아서 볼 수 있어서 좋아요,0,1
5157,pinesound,4.5,3.0,5.0,5.0,5.0,2018.12.12,가격 디자인 다 괜찮은데 마감처리가 좀 별로네요 냄새는 좀 많이 나는거 같아요 사용감은 좋습니다,0,1
5158,zzhnee,4.5,4.0,4.0,5.0,5.0,2018.12.12,아직은 냄새가 덜빠졌지만 포근하고 좋아요 그레이보다는 그냥 카키라고 생각해주세요,0,1
5159,누니라아,4.5,5.0,5.0,3.0,3.0,2018.12.06,엄청나게 편해서 일어나기 싫을정도로 푹신하네요 정말 사길 잘함,0,1
5160,밍블리💖,4.5,4.0,5.0,4.0,4.0,2018.12.04,안락의자 없었으면 큰일날뻔했네요 앞으로 여기 앉아서 책도 읽고 영화도보랴구요,0,1
5161,부르르르르르르릉,4.5,5.0,5.0,4.0,4.0,2018.12.03,생각보다 더 편하네용근데 제 방이 좁아서 쓸때만 펴서 쓸까 싶어용,0,1
5162,DellOrefice,4.5,5.0,4.0,5.0,5.0,2018.12.01,할인해서 저렴한 가격에 잘 산것 같아요 이동도 쉽고 3단으로 기울기 조절도 되서 만족스럽습니다 다만 원하는 색상의 커버가 없어서 담요로 덮어줬네요 내구성도 좋은 것 같고 잘 쓰겠습니다,0,1
5163,Minervaspoem,4.5,4.0,4.0,5.0,5.0,2018.11.28,색상이 카키그레이 인데 그레이보다는 카키 느낌이 더 강한것같아요 그래도 은은한 색이라 예쁘네요 배송도 빨랐고 안전하게 왔구요 따로 조립 할 필요 없이 펼치기만 해도 되서 좋았습니다 앉았을때도 편안하고 좋아요,0,1
5164,junee518,4.5,5.0,5.0,5.0,5.0,2018.11.24,배송 빠른편 아니구요 택배 추적이 안됨 냄새가 심해서 한번 닦고 페브리즈 뿌려 3일 베란다에 내놓았는데도 냄새 남아있구요 그래도 잠깐잠깐 앉기 편하네요 다른분들 말처럼 스툴이 있어야 편하겠어요 고양이들은 그냥도 너무 편해보이지만요,0,1
5165,onamssi,4.5,5.0,5.0,5.0,5.0,2018.11.23,배송이 오래걸리긴 했지만 의자가 너무 편해요 디자인도 예뻐서 어디에든 잘어울려요,0,1
5166,박미자71,4.5,5.0,5.0,4.0,4.0,2018.11.23,멋진제품 잘 받았어요 편안하게 잘 쓸게요,0,1
5167,승민000000,4.5,5.0,5.0,5.0,5.0,2018.11.23,발송은 일찍 된거같은데 집까지 오는데에는 시간이 좀 걸린거같아요 그레이 두개 주문했는데 색상은 하나는 카키색이 왔구요 하지만 쇼파는 편하네요,0,1
5168,장븡덕,4.5,4.0,5.0,4.0,4.0,2018.11.23,칼배송 만족합니다 생각보다 크고 편안해요 굳,0,1
5169,김잔나,4.5,4.0,5.0,4.0,4.0,2018.11.22,반려견들이 좋아한다던게 레알트루,0,1
5170,고참박광,4.5,5.0,4.0,5.0,5.0,2018.11.22,현재 옷걸이가 배송중이라 옷걸이로 쓰고있지만 확실히 가격은 굿 내구성 굿 하지만 생각보다 색상이 밝습니다,0,1
5171,hhhhhnr,4.5,4.0,5.0,4.0,4.0,2018.11.10,고민끝에 카키브라운색으로 구매했는데 너무 만족합니다 냄새도 안나고 방이 좁아서 접었다 펼쳐서 쓰는데요 너무 좋아요 다만 발받침대가 없어서발이 둘곳이 없다는구 그리고 오래 앉아있으면 엉덩이 부분 쿠션이 꺼질거 같아오,0,1
5172,homesunni,4.5,5.0,4.0,4.0,4.0,2018.11.07,처음에 생각보다 불편하다라고 생각했는데 앉아있다보니 모양도 잡히고 편해요,0,1
5173,박귀비,4.5,4.0,5.0,5.0,5.0,2018.11.04,자꾸 앉아서 몸 밍기적밍기적 했더니만 포인트 단추가 또옥 떨어졌네요 그래도이뻐요 인테리어에 제격,0,1
5174,미키마우쮸❤,4.5,5.0,5.0,4.0,4.0,2018.11.01,너무 좋아서 두개삿어요 쇼파없이 지내려고 삿는데 쇼파는 쇼파대로 또사고 인테리어로도 이쁘고 두개 나란히잇어도 이쁘네요,0,1
5175,복길이엄마,4.5,4.0,5.0,5.0,5.0,2018.10.28,캣타워 밑에서 책 보려고 샀는데 청소할땐 접고 펴서 쉬고 잠깐잠깐 눕지 않고 편하게 쉴수 있어서 좋아요 쿠션감고 좋아서 고양이들이 서로 앉으려고 해요,0,1
5176,보라돌73,4.5,4.0,5.0,4.0,4.0,2018.10.27,가격 대비 편하구 색감좋구 실용적이에요 세탁이 안되서 뿌리는 페브리즈 등으로 유지중이네요,0,1
5177,세화댁,4.5,4.0,5.0,5.0,5.0,2018.10.27,아이가 마켓 의자 앉아보고 고르고 골라 제가 이제품으로 구입했는데 가격도 착하고 좋으네요 색상은 카키그레이가 좀 더 화사한 느낌이에요 맞은편 브라운도 구입했는데 두개 같이 놓으니 지루하지 않고 좋아요,0,1
5178,유기농오이,4.5,3.0,5.0,5.0,5.0,2018.10.26,배송 맘에 들었구요 디자인 쿠션 괜찮은데 디테일한 부분이 많이 떨어집니다 아마 그래서 가격이 저렴하지 않나 싶구요 아쉬운 점을 말씀드리면 일단 눈에보이는 잔기스가 많았구요 저는 집에서 쓰는거라 기스는 신경안쓰지만 큰 문제는 팔걸이가 흔들거립니다 팔 얹는데는 문제없지만 신경한쓰고 사용하기엔 과하게 흔들려서 굉장히 불안합니다 언제 부러질지 가격은 저렴한데 퀄리티때문에 가성비가 좋다고하긴 어렵겠네요 쿠션도 고정되어 있는게 아니라 나무의자 위에 그냥 얹어놓은 수준이라 아쉽지만 디자인 좋고 쿠션감 좋아서 쓰고 있습니다,0,1
5179,민정쓰yo,4.5,5.0,4.0,4.0,4.0,2018.10.21,의자 폭닥하구 이뻐요 이인용도 혹시 제작해주실 생각 없으신가요,0,1
5180,요섹,4.5,5.0,5.0,5.0,5.0,2018.10.20,배송과정인지 모르겟지만 제품에 흠집이 좀 있고 배송이 느린거 말고는 좋아요,0,1
5181,융이융19,4.5,4.0,5.0,5.0,5.0,2018.10.14,생각보다 편하지는 않니요 솜도 빨리죽고 그냥 가격만큼 인듯요,0,1
5182,michaela,4.5,4.0,4.0,5.0,5.0,2018.10.06,오우엄청 무겁네요 뭐 내무게를 지탱해야하니깐D 카키색이 밝아서 담요 덮어 놨어요 안락함은 역시 굿굿입니당,0,1
5183,Unohe,4.5,3.0,5.0,5.0,5.0,2018.09.30,좋아서 하나 더 주문했습니다 아주 좋아요,0,1
5184,밍구데쓰,4.5,4.0,5.0,5.0,5.0,2018.09.30,넘이뻐용 가격대비 튼튼하고 조아요,0,1
5185,Jaykee,4.5,4.0,5.0,4.0,4.0,2018.09.29,진짜 앉아본 의자중에 제일 안락함 릴렉스체어 닉값 팔걸이도잇어서 여기앉아서 무선패드로 게임 3시간하다가 그대로 잠들었어요,0,1
5186,라구요,4.5,4.0,5.0,5.0,5.0,2018.09.21,생각보다 큰 부피에 놀랐네요 일단 풀어서 앉아 봤는데 편하네요 색상 두가지가 품절이라서 기달리고 있었는데 재입고 보고 바로 샀는데 잘산둣 하네요 많이 파세여,0,1
5187,오리온쪼꼬,4.5,4.0,5.0,5.0,5.0,2018.09.03,보기보다 편안하고 앉았을때 너무 안락합니다,0,1
5188,mingmoong,4.5,5.0,5.0,4.0,4.0,2018.09.02,색깔이 맘에 들어요 한단계 더 높일수 있었으면 좋았을 거 같음,0,1
5189,곰숫가루,4.5,4.0,5.0,5.0,5.0,2018.08.31,너무 좋아요 후기 보고 편하다는 글 보고 설마하고 주문했는데 진짜 편하네요 근데 한가지 단점은 탈부착이 아니라서 쿠션이 더러워지면 어떻게 행하나 고민이에요 너무 편하고 좋아요,0,1
5190,이지현 (민트)92,4.5,5.0,5.0,5.0,5.0,2018.08.26,정말 편안하고 예뻐요 만족합니다,0,1
5191,검은고양이와함께,4.5,3.0,5.0,5.0,5.0,2018.08.24,오렌지 색상을 주문했는데 그레이 색상으로 와버려서 교환 받느라 시간이 꽤 오래 걸렸어요 이 의자는 높이가 상당히 낮아서 다른 의자랑 번갈아가며 써야 했기 때문에 접이식으로 샀어요 하지만 공간이 충분하다면 역시 접이식 가구는 비추천입니다 가구는 기능이 적고 접을 수 없는 게 채고 그래야 튼튼합니다 허리는 굉장히 편안한 의자에요 높이 700mm 테이블을 구해서 쓰면 높이가 딱 맞아서 굉장히 편해요,0,1
5192,volkul,4.5,3.0,5.0,5.0,5.0,2018.08.21,편하게 쓰고 있어요아이들이 좋아하네요 카키색 예뻐요,0,1
5193,오전무,4.5,4.0,5.0,5.0,5.0,2018.08.16,가격대비 정말만족합니다 거실분위기가 의자하나로 사는거같아요,0,1
5194,마은영,4.5,5.0,4.0,5.0,5.0,2018.08.09,아주튼튼하고 편안해요 안방에서 티비보며 책보며 딱이예요 굿,0,1
5195,minju143,4.5,5.0,4.0,4.0,4.0,2018.08.07,편하구 좋아요 생각보다 무게가 좀 있어요,0,1
5196,정기연83,4.5,5.0,5.0,5.0,5.0,2018.07.29,처음에 주황색으로 잘못와서 기분이 상했지만 그래도 교환을 빨리 해주셔서 풀렸습니다 기본적으로 너무 편하고 제 방 다른 색상과 잘어울려서 기분이 너무 좋습니다 많이 파세요,0,1
5197,정옥잉,4.5,5.0,5.0,5.0,5.0,2018.07.22,너무너무 만족이요 접을수도있어서 좁은방이지만 활용도가 좋아요 의자밑에 강쥐들이 들어가네요 아늑한가봐요 내구도 걱정했는데 튼튼해요 폭신함은 계속쓰니까 좀 꺼지는거같은데 그래도 좋아요,0,1
5198,yunwoo,4.5,3.0,5.0,5.0,5.0,2018.07.17,편리합니다 무엇보다 이 가격에 이 정도 물품이 구매가 된다는게 신기할 따름이에요,0,1
5199,38k,4.5,5.0,4.0,4.0,4.0,2018.07.16,생각보다 너무편하고 인테리어효과도 좋아요,0,1
5200,코코리링,4.5,4.0,4.0,5.0,5.0,2018.07.15,가격대비 괜찮은거 같아요 솔직히 엄청 편하진않아요 색상도 오렌지가 좀 촌스러운 브라운빛 오렌지 그래도 가격대비 만족해요,0,1
5201,정38,4.5,5.0,5.0,4.0,4.0,2018.07.13,의자가 너무 편해서 앉아있어도 잠이 잘 올꺼 같아요 그리고 튼튼해보여서 너무 좋고 다리부분이 조금 더러워서 닦아서 펼쳤어요 근데 택배사에서 연락도 없이 문 앞에 두고 갔는데 빈집이라 하루넘게 밖에 있었어요,0,1
5202,시현이네74,4.5,5.0,4.0,4.0,4.0,2018.07.11,튼튼하게 보이네요 천 재질은 거친편입니다 다소 아쉬운점은 천부분 세탁하려면 분리하기 힘들게 되었네요,0,1
5203,"just,",4.5,5.0,5.0,5.0,5.0,2018.07.08,좋아용 품절되서 재생산하느라 좀 기다렸는데 제품은 만족 카키그레이가 그냥채도낮은 카키라는 뜻이었네요 전 이런색 완전 좋아해서 만족해요,0,1
5204,유승아20,4.5,5.0,4.0,4.0,4.0,2018.07.08,스르륵 잠들번굿굿 발받침 스툴을 꼭 함께 사여할듯,0,1
5205,쬼이,4.5,5.0,4.0,4.0,4.0,2018.06.28,더 비싸고 좋은걸로 사려다가 사람들이 하도 많이 사길래 별 기대없이 샀어요 가격대비 상당히 편안하고 좋네용 인테리어에도 도움되고 조립 다 돼서 오니까 넘 좋았어요 3단계로 등받이 조절되는것도 만족 대만족입니다,0,1
5206,죠한,4.5,4.0,5.0,5.0,5.0,2018.06.22,안락하고 높이조절도 돼서 만족합니다,0,1
5207,oldoak,4.5,4.0,4.0,5.0,5.0,2018.06.15,가격이 저렴하고 배송도 매우 빠르네요 만족합니다,0,1
5208,톰선생,4.5,4.0,4.0,5.0,5.0,2018.06.14,일단 저렴한 가격에 잘 구매한 것 같습니다 고급져보이는 제품은 아니지만 이정도 가격에 이런 아이템 구할 수 있다는게 가장 좋은 것 같아요,0,1
5209,데니스76,4.5,4.0,4.0,5.0,5.0,2018.06.13,너무너무 조아서 배란다에 두고 사용하고 있어요,0,1
5210,HwiLex,4.5,4.0,4.0,5.0,5.0,2018.06.13,가격대비 완전 좋아요 이미 자리는 냥이들 꺼지만,0,1
5211,오뎅맛,4.5,5.0,4.0,4.0,4.0,2018.06.08,생각보다넘청크고편안합니닷 천 재질이 조금 맘에안들지만 쓰가가 패브릭 덮어야갯어옄 잘쓸게여,0,1
